PROG,USO,DESTINAZIONE,PORTATA,FLAG_ANN_MASSA_RIMORC,CILINDRATA,ALIMENTAZIONE,MASSA_RIMORCHIABILE,NUMERO_POSTI,TIPO_ALIMENTAZIONE_IMPIANTO,KW,DT_PRIMA_IMMATRICOLAZIONE,NUMERO_ASSI,COD_SIGLA_EURO,EMISSIONI_CO2,PESO_COMPLESSIVO,COD_ISTAT_COMUNE,COD_ISTAT_PROVINCIA
2302165,0,A,425,P,01997,G,1300,5,,66,2002,2,EURO3,1380,1760,062,015
1344055,4,C,774,P,01997,G,1300,3,,69,2005,2,EURO3,0,2250,068,016
10049342,0,A,575,P,03222,G,2100,5,,130,2005,2,EURO4,2220,2455,119,012
5803578,0,A,440,P,02387,G,1500,5,,91,1995,2,EURO2,0,2000,220,015
14836551,0,A,443,P,"2401,00",G,1800,7,,120,2005,2,EURO3,2230,2220,084,012
13888323,0,A,405,A,"1497,00",B-E,0,5,,55,2014,2,EURO5,790,1565,137,017
7551601,0,A,428,P,01242,B,600,5,,55,2006,2,EURO4,1420,1530,131,015
10398592,0,A,323,P,01206,GPL,1000,5,,62,2009,2,EURO4,1160,1503,053,098
11259552,0,M,70,A,124,MSC,0,2,,6,1982,2,EURO0,0,244,029,017
13712642,0,A,320,P,"1364,00",B,1200,5,,103,2014,2,EURO5,1490,1879,052,012
15842425,0,M,105,A,"153,00",B,0,2,,11,2017,2,EURO4,0,317,032,015
11945403,0,A,441,P,"1242,00",B,600,5,,60,2011,2,EURO5,1290,1495,029,017
1995222,0,A,435,A,01242,B,,5,,44,2002,2,EURO3,0,1385,146,015
14068140,0,A,395,A,"1242,00",GPL,0,4,,51,2014,2,EURO6,1070,1450,095,013
12198247,0,M,113,A,"992,00",B,0,2,,62,2004,2,EURO2,0,390,092,017
1016228,0,A,275,A,01299,B,0,4,,51,2005,2,EURO4,1500,1265,029,017
14411201,0,A,490,P,"999,00",B,800,5,,55,2015,2,EURO6,1160,1540,005,108
7662537,0,A,480,P,01968,G,1400,5,,103,2005,2,EURO4,1590,2025,143,016
10939472,0,A,440,P,01368,GPL,900,5,,57,2009,2,EURO4,1150,1490,029,017
2851790,0,A,480,P,01242,B,1100,5,,47.5,2001,2,EURO3,1780,1775,146,015
14164577,4,C,495,P,"1248,00",G,1200,2,F,55,2015,2,EURO5,1120,1710,198,016
2694968,0,A,435,P,01242,B,1000,5,,44,2001,2,EURO3,1360,1370,024,016
5609522,0,A,330,P,01367,G,1000,5,,52,1990,2,EURO0,0,1310,042,097
14381990,0,A,490,P,"999,00",B,800,5,,55,2015,2,EURO6,1160,1540,002,012
8529580,0,A,390,P,02184,G,2000,5,,100,2007,2,EURO4,2030,2050,227,013
8458993,0,M,0,A,00249,MSC,,2,,45,1998,0,EURO0,0,302,041,013
14822893,0,A,310,A,"998,00",B,0,4,,51,2016,2,EURO6,950,1240,122,016
12827216,0,A,436,P,"1398,00",G,950,5,,50,2012,2,EURO5,1010,1581,219,016
1627654,0,A,428,P,01242,B,600,5,,55,2004,2,EURO4,1480,1530,092,017
13865673,0,A,755,P,"1560,00",G,1500,7,F,85,2014,2,EURO5,1050,2150,041,015
7535141,0,A,432,P,01399,G,750,5,,50,2006,2,EURO4,1190,1570,036,015
2779541,0,A,435,P,01242,B,1000,5,,44,2001,2,EURO3,1360,1385,116,012
7870400,0,M,108,A,00805,B,,2,,42,1999,2,EURO1,0,450,146,015
9157009,0,M,150,A,00987,B,0,2,,74,1992,2,EURO0,0,480,146,015
12193698,4,C,870,P,"2477,00",G,2700,5,,131,2011,2,EURO4,2480,2850,026,014
5571096,4,C,900,A,02500,G,,3,,76,1994,2,EURO1,0,3500,182,018
14123661,0,M,103,A,"1198,00",B,0,2,,135,2014,2,EURO3,0,370,111,019
11662986,0,A,405,P,"1598,00",G,1000,4,F,88,2009,2,EURO5,1260,1685,154,013
539773,0,A,410,P,01580,B,1000,5,,66,1983,2,EURO0,0,1430,133,017
14125787,0,A,320,P,136400,B,1200,5,GPL,103,2015,2,EURO5,1490,1879,011,098
9722825,0,M,118,A,01584,B,,1,,52,2008,2,EURO3,0,510,189,015
10871655,0,M,0,A,145,B,0,2,,3,1970,2,EURO0,0,0,060,015
1708657,0,A,345,P,01364,G,900,5,,55,2004,2,EURO3,1170,1420,062,016
14226767,3,A,642,P,"1997,00",G,1500,7,F,110,2015,2,EURO5,1380,2310,146,015
9255550,0,A,430,P,01328,B,1000,5,,67.5,2008,2,EURO4,1400,1485,068,018
1804903,0,M,105,A,00748,B,0,2,,81,2004,2,EURO2,0,398,039,108
15869577,0,A,380,A,1198,B,0,5,,59,2015,2,EURO5,1150,1425,025,016
15902787,0,A,0,,0,,,0,,0,,0,,0,0,146,015
11290283,0,A,484,P,01461,G,1300,5,,81,2010,2,EURO5,1350,1944,017,020
3525904,0,A,413,P,01896,G,1400,5,,81,1999,2,EURO2,1350,1800,116,015
13730171,0,A,515,P,"1995,00",G,2000,5,F,135,2014,2,EURO5,1470,2315,066,014
13590043,0,A,537,P,01968,G,1800,5,,81,2013,2,EURO5,0,2080,012,012
9898821,0,A,165,A,00999,B,,2,,52,2008,2,EURO4,1160,1020,094,012
1440816,0,A,434,P,01968,G,1400,5,,103,2004,2,EURO4,1490,1910,188,017
12341274,0,A,633,P,"1995,00",G,1350,7,,110,2011,2,EURO5,1880,2356,039,108
13305017,0,A,475,P,"1390,00",B,1000,5,,63,2013,2,EURO5,1390,1605,075,013
9651378,0,A,350,P,01386,B,945,5,,65,2008,2,EURO4,1500,1546,177,018
12042996,0,A,425,P,"1995,00",G,1200,5,,120,2006,2,EURO4,1520,1840,032,012
12328652,0,A,584,P,"2231,00",G,1700,5,,120,2011,2,EURO5,1990,2505,181,015
2887597,0,A,330,A,00796,B,,5,,37.5,2001,2,EURO3,1600,1210,042,097
3065199,0,A,379,P,01896,G,800,5,,47,2001,2,EURO3,1300,1520,242,016
8100517,0,A,330,A,00796,B,0,5,,37.5,1999,2,EURO2,0,1210,013,018
12971840,6,C,1535,P,"2299,00",G,2500,3,,92,2012,2,EURO5,2210,3500,146,015
7870272,0,M,75,A,00124,B,,2,,7.6,1999,2,EURO1,0,294,191,015
15077721,0,A,440,P,"1461,00",G,1200,5,F,81,2014,2,EURO5,940,1785,112,015
5644613,0,A,475,P,01588,G,1000,5,,59,1992,2,EURO1,0,1760,189,015
507360,0,A,330,,00954,B,,5,,32,,2,,,1160,146,015
5373413,0,A,125,P,01747,B,450,2,,96,1995,2,EURO2,0,1260,027,020
11737682,0,A,495,P,"1968,00",G,1600,5,,125,2010,2,EURO5,1440,2095,105,015
9940237,0,M,121,A,00600,B,0,2,,72,2008,2,EURO3,0,397,045,108
3296389,4,C,560,P,01371,G,600,2,,28,2000,2,EURO2,0,1550,123,018
5714839,0,A,350,P,01171,B,650,5,,43,1991,2,EURO0,0,1255,065,020
3113168,0,A,425,P,01896,G,1600,5,,85,2000,2,EURO3,1460,1860,146,015
12786095,0,M,105,A,"125,00",B,0,2,,10.1,2003,2,EURO2,0,310,110,018
7442244,0,A,370,P,01242,B,800,5,,44,2006,2,EURO4,1560,1425,035,019
12249693,0,A,450,P,"1685,00",G,1200,5,,85,2011,2,EURO5,1390,1940,135,018
11433837,0,A,435,P,01399,G,600,5,,50,2010,2,EURO4,1190,1710,046,097
7649889,0,A,485,P,"1799,00",B,1400,5,,103,2006,2,EURO4,1520,1750,139,015
7837625,0,A,290,A,01796,B,,2,,120,2007,2,EURO4,2210,1705,146,015
13416498,0,M,119,A,"883,00",B,0,1,,39,2013,2,EURO3,0,454,220,016
1236311,0,M,126,A,00996,B,,2,,69,2005,2,EURO2,0,466,010,015
13706054,0,A,462,A,1229,B,0,5,,63,2014,2,EURO5,1290,1625,036,097
13035729,0,A,481,P,1198,B,800,5,,44,2012,2,EURO4,1380,1570,029,017
12861228,0,A,442,P,"1124,00",B,775,5,,44.1,2012,2,EURO5,1370,1527,022,013
13386474,0,A,560,P,"1461,00",G,1350,5,,66,2013,2,EURO5,1290,1954,212,016
15657242,7,C,1445,P,"2299,00",G,2500,3,F,107,2016,2,EURO6,1830,3500,012,108
12894706,0,A,425,P,"1242,00",B,800,5,,51,2012,2,EURO5,1200,1440,067,012
5293430,0,A,340,P,00993,B,500,5,,33,1989,2,EURO0,0,1160,195,015
7133713,0,A,385,P,01198,B,800,5,,47,2003,2,EURO4,1420,1550,024,016
12922866,0,A,460,P,"2777,00",G,1600,7,F,120,2012,2,EURO5,2070,2790,060,018
12421379,0,A,451,P,"1198,00",B,800,5,,51,2011,2,EURO5,1250,1500,059,097
5593048,0,A,250,A,00499,B,,4,,13,1970,2,EURO0,0,840,042,020
10597397,0,M,0,A,150,B,0,2,,5,2009,2,EURO3,0,270,015,020
1387645,0,A,435,P,01248,G,1000,5,,51,2004,2,EURO4,1190,1490,146,015
8708375,0,A,524,P,01753,G,1500,5,,85,2006,2,EURO4,1400,1950,070,015
1746563,0,A,435,P,01149,B,1100,5,,43,2004,2,EURO3,1430,1445,154,015
9399321,0,A,453,P,01598,B,1650,5,,88,2008,2,EURO4,1590,1815,146,015
7328487,0,A,297,P,"1587,00",B,1200,4,GPL,80,2005,2,EURO3,1780,1810,182,015
12078176,0,A,455,P,"2967,00",G,1900,4,,176,2011,2,EURO5,1740,2250,146,015
67467,,,950,,02360,G,,9,,45,,2,,,2500,027,108
5496313,0,A,0,A,00997,B,0,4,,0,1966,2,EURO0,0,0,146,015
6167797,0,M,72,A,00123,MSC,0,2,,5.89,1981,2,EURO0,0,246,146,015
5804731,0,A,340,P,01998,B,1300,4,,85,1992,2,EURO1,0,1640,173,018
10751240,0,A,485,P,01368,B,500,5,,88,2009,2,EURO4,1450,1705,146,015
13778829,0,A,425,P,"1242,00",B,800,5,,51,2013,2,EURO5,1200,1440,023,018
15931453,0,A,485,P,1242,B,1105,5,,51,,2,EURO5,0,1590,146,015
15633411,0,A,405,A,"1497,00",B-E,0,5,,54,2016,2,EURO6,750,1565,084,012
592088,0,A,435,P,01242,B,1000,5,,44,2005,2,EURO4,1360,1385,077,015
10160677,0,A,564,P,01896,G,1400,5,,77,2008,2,EURO4,1450,1890,168,015
448207,0,A,250,,00602,B,,4,,23,,0,EURO0,,930,166,015
13281302,0,A,435,P,"1995,00",G,1200,5,,82,2013,2,EURO5,1490,1845,242,015
956806,0,A,330,P,00903,B,600,5,,33,1977,2,EURO0,0,1105,073,016
2371438,4,C,938,P,01870,G,2000,3,,60,2002,2,EURO3,0,2700,054,108
5090615,0,M,70,A,00901,B,,2,,70.66,1980,2,EURO0,0,396,090,013
14413641,0,A,0,P,1242,B,750,5,,51,2015,2,EURO6,120,1500,067,017
661684,0,A,441,P,01896,G,1400,5,,77,2005,2,EURO4,1460,1890,146,015
5949646,4,I,750,P,02800,G,1000,6,,90,1999,2,EURO2,0,3400,004,016
5930753,0,A,280,A,04973,B,,4,,240,1992,2,EURO1,0,2100,093,013
2174690,0,A,415,P,01388,B,900,5,,59,2003,2,EURO4,1580,1605,114,015
2019674,0,A,750,P,02982,G,2800,5,,92,2000,2,EURO2,2940,2750,009,017
12246398,0,A,0,A,1242,B,0,4,,51,2008,2,EURO4,119,1305,228,013
1008176,0,A,490,P,02987,G,3360,5,,160,2005,2,EURO4,2700,2750,001,108
7586802,0,M,105,A,00636,B,,2,,95.5,2006,2,EURO2,0,372,229,015
13288239,0,3,126,P,"545,00",B,175,2,,15,2013,2,EURO2,0,560,033,014
6315462,0,A,335,P,00998,B,650,5,,50,2001,2,EURO3,1370,1335,010,020
14555909,0,A,405,P,"1598,00",G,1000,4,F,88,2009,2,EURO4,1260,1685,227,013
14819141,0,A,425,P,"1242,00",B,800,5,,51,2014,2,EURO6,1200,1440,015,108
14083512,0,A,491,P,"1968,00",G,1600,5,,135,2014,2,EURO5,1290,1993,132,016
403874,0,A,330,,01596,B,,5,,79,,2,EURO0,,1300,146,015
13041969,0,A,455,P,"1598,00",GPL,1200,5,,86,2012,2,EURO5,1350,1830,146,015
4940648,0,A,365,P,00899,B,400,5,,29,1998,2,EURO2,0,1150,006,016
10957777,0,A,503,P,"1595,00",B,1200,5,GPL,75,2007,2,EURO4,1800,1783,076,015
945644,0,A,420,P,01998,B,1500,5,,110,2005,2,EURO4,2110,1825,161,017
1796163,0,A,388,P,01399,G,750,5,,50,2004,2,EURO3,1170,1570,079,016
3441144,0,A,375,A,01108,B,0,5,,40,2000,2,EURO2,1370,1200,075,013
243968,0,A,365,,01043,B,,5,,33,,2,,,1200,024,016
3680236,0,A,395,P,01242,B,900,5,,44,1999,2,EURO2,1580,1330,061,017
14459533,0,A,499,P,"1598,00",G,1500,5,,81,2015,2,EURO6,1010,1820,035,020
9549297,0,A,273,A,01388,B,0,4,,66,1998,2,EURO2,0,1400,033,020
11986738,0,A,406,P,"1398,00",G,850,5,,50,2011,2,EURO5,1100,1665,019,098
14266581,0,A,365,P,"1242,00",B,800,4,,51,2015,2,EURO6,1170,1305,000,000
9501341,0,M,0,A,00494,B,,1,,19,1963,2,EURO0,0,265,244,015
10762408,0,M,107,A,00278,B,0,2,,15.8,2009,2,EURO3,0,340,177,018
14849354,0,A,414,P,"1598,00",G,1800,5,F,96,2016,2,EURO6,1290,2059,064,016
14761698,0,M,75,A,"163,00",B,0,2,,8.2,2016,2,EURO3,0,281,146,015
15873532,0,A,485,P,"1496,00",G,1200,5,,70,2017,2,EURO6,990,1910,192,015
9959441,0,A,425,P,01368,B,1000,5,,57,2008,2,EURO4,1460,1655,081,017
14978504,0,A,0,A,1870,G,0,5,,96,2008,2,EURO4,0,2165,062,097
5135357,0,M,70,A,00244,B,0,2,,12.5,1992,2,EURO0,0,308,029,017
8734418,0,A,472,P,01686,G,1300,5,,92,2007,2,EURO4,1300,1750,155,018
8821084,4,C,545,P,01896,G,1340,5,,77,2005,2,EURO4,0,2160,116,015
14847482,0,M,120,A,"998,00",B,0,2,,70,2016,2,EURO3,0,423,146,015
539648,0,A,365,P,00998,B,650,5,,48,2005,2,EURO4,1340,1375,036,015
5485819,0,A,310,A,01089,B,,5,,33.5,1988,2,EURO0,0,1290,136,012
7433482,0,A,389,P,01390,B,800,5, ,55,2006,2,EURO4,1560,1542,075,013
1307631,0,A,480,P,01686,G,1300,5,,74,2005,2,EURO4,1430,1935,140,015
5833551,0,A,390,P,01767,B,1100,5,,65,1986,2,EURO0,0,1480,146,015
14983220,4,C,491,P,"1461,00",G,1650,4,F,66,2016,2,EURO6,950,1841,041,013
16056858,0,A,405,P,"898,00",GPL,1090,5,,66,2017,2,EURO6,1030,1570,213,015
6627525,2,C,1150,P,"2463,00",G,2000,3,,84,2006,2,EURO3,0,3500,025,108
15633594,0,A,485,P,"1560,00",G,840,5,,55,2016,2,EURO6,900,1635,101,012
3875450,0,A,360,P,00899,B,800,5,,29,1998,2,EURO2,1600,1150,220,015
14652028,0,A,440,P,"1996,00",G,1800,5,F,105,2015,2,EURO5,1750,2165,219,016
6068537,0,A,330,P,00770,B,800,5,,25,1990,2,EURO0,0,1100,128,012
2952346,0,M,111,A,00124,B,0,2,,8,2001,2,EURO1,0,300,024,016
9441023,0,A,0,P,1298,B,900,5,,64,,2,EURO4,140,1480,023,108
8451770,0,M,105,A,00153,B,,2,,11.06,2000,2,EURO2,0,311,036,097
747124,0,A,722,P,02179,G,1850,8,,94,2005,2,EURO3,1950,2505,170,016
2226598,0,A,395,P,00973,B,800,5,,43,2002,2,EURO4,1540,1435,023,108
8345999,0,A,429,P,01399,G,750,5,,50,2004,2,EURO3,1140,1570,150,018
7947882,0,M,127,A,00264,B,,2,,15.2,2003,2,EURO2,0,376,039,108
10349780,0,A,515,P,03200,G,2800,5,,125,2007,2,EURO4,2780,2665,115,012
7903983,0,A,440,P,01242,B,750,4,,44,2007,2,EURO4,1390,1460,067,012
1898670,0,A,528,P,01560,G,1300,5,,80,2003,2,EURO3,1290,1920,236,015
7456247,0,A,485,P,01248,G,1000,5,,66,2006,2,EURO4,1220,1705,028,108
4789437,0,A,425,P,01781,B,1300,5,,92,1997,2,EURO2,0,1755,031,020
13273025,0,A,355,P,"2987,00",G,1996,5,F,140,2013,2,EURO5,1850,2472,050,108
8746047,0,M,137,A,01130,B,0,2,,62,2005,2,EURO2,0,450,029,017
1238445,4,C,425,P,01398,G,900,2,,50,2005,2,EURO3,0,1455,166,017
15090446,0,A,428,P,"1399,00",G,750,5,,50,2008,2,EURO4,1190,1560,039,108
6471610,0,M,105,A,00491,MSC,,2,,24.8,2001,2,EURO1,0,300,017,108
3705277,0,A,371,A,01299,B,,5,,44,1999,2,EURO2,0,1465,178,017
3099867,,,0,,00000,,,0,,0,,1,,,1200,146,015
8303051,0,M,107,A,00125,B,0,2,,10.1,2007,2,EURO3,0,316,146,015
14659436,0,A,0,A,1248,G,0,4,,55,2009,2,EURO5,112,0,029,017
3040710,0,A,425,P,"1360,00",B,1100,5, ,55,2001,2,EURO3,1490,1450,035,013
4617316,0,M,70,A,00349,B,0,2,,27,1987,2,EURO0,0,330,198,017
3291433,0,A,425,P,01998,B,1500,4,,141,2000,2,EURO2,2270,1820,070,015
7882762,0,M,102,A,00124,B,,2,,8.4,2007,2,EURO3,0,300,146,015
9248870,0,A,385,P,01910,G,1200,5,,88,2008,2,EURO4,1740,1790,236,016
10252031,0,A,582,P,01910,G,1300,7,,88,2008,2,EURO4,1620,2195,025,014
9857033,0,A,370,P,01396,B,1000,5,GPL,76,1999,2,EURO2,0,1480,170,015
1452071,0,A,355,P,01298,B,900,5,,64,2004,2,EURO4,1380,1385,146,015
11655140,0,M,129,A,"124,00",B,0,2,,11,2010,2,EURO3,0,352,253,016
7018335,0,M,,A,00239,B,,2,,13.25,1980,2,EURO0,0,,028,108
11232246,0,A,530,P,01390,B,1300,5,,90,2010,2,EURO5,1440,1820,146,015
11681555,0,A,405,P,"1368,00",GPL,500,4,,88,2010,2,EURO4,1310,1625,010,015
10490105,0,A,355,P,01598,B,650,4,,85,2006,2,EURO4,1660,1505,146,015
10974520,0,A,405,P,01968,G,1600,5,,103,2006,2,EURO4,1610,2040,050,098
737087,0,A,377,P,01086,B,700,4,,46.3,2005,2,EURO4,1280,1336,051,012
12290792,0,A,322,P,"1086,00",B,700,5,,48.5,2011,2,EURO4,1140,1405,085,015
9949594,0,A,428,P,01242,B,600,5,,55,2008,2,EURO4,1390,1530,027,108
3406549,0,A,425,P,01360,B,1100,5,,55,1999,2,EURO2,1570,1450,024,016
14418019,0,A,475,P,"1995,00",G,1600,5,F,85,2015,2,EURO5,1160,1980,248,013
11595600,0,A,365,P,"1242,00",B,800,4,,51,2010,2,EURO5,1190,1305,164,017
3964193,4,I,550,A,02499,G,0,6,,55,1988,2,EURO0,0,3020,035,019
7636685,0,A,426,P,01120,G,700,5,,55,2006,2,EURO4,1160,1485,087,015
16059181,0,A,525,P,"1598,00",G,1400,5,F,96,2017,2,EURO6,1220,2005,159,015
15810182,0,A,485,P,149600,G,1200,5,,70,2017,2,EURO6,990,1910,066,020
5315442,0,A,330,P,00999,B,800,5,,33,1985,2,EURO0,0,1110,209,015
7115145,4,C,450,P,01998,G,1600,4,,89,2003,2,EURO3,0,2010,035,018
15062797,0,A,335,P,"998,00",B,650,5,,50,2000,2,EURO3,1370,1335,019,108
160403,0,M,70,,00739,B,,2,,60,,2,,,378,039,108
6588319,0,M,,A,00245,B,,2,,2.21,1956,2,EURO0,0,,037,014
14686534,0,A,364,P,"1199,00",B,1150,5,,60,2015,2,EURO6,1090,1484,033,108
10531831,0,A,346,P,01386,GPL,760,5,,65,2009,2,EURO4,1390,1546,024,016
11548665,0,A,381,A,01248,G,0,5,F,70,2010,2,EURO4,990,1610,031,012
11518187,4,C,535,P,01399,G,600,2,,50,2010,2,EURO4,1190,1700,146,015
557056,0,A,398,P,01298,B,1350,4,,63,2005,2,EURO3,1830,1550,219,016
15556442,0,A,390,P,"1422,00",G,1000,5,,55,2004,2,EURO3,1220,1620,065,020
1825504,0,A,630,P,02685,G,3500,5,,120,2004,2,EURO3,2410,2870,010,015
11217259,0,A,655,P,02143,G,2000,5,,125,2010,2,EURO5,1820,2500,075,013
13842031,0,A,505,P,"1461,00",G,1200,5,F,55,2014,2,EURO5,950,1651,108,015
5456402,0,A,360,P,01043,B,600,5,,29,1984,2,EURO0,0,1130,027,108
9698053,0,A,510,P,01992,G,1000,5,,60,2007,2,EURO4,1290,1835,140,015
9222127,0,A,790,P,02685,G,3500,4,,115,2006,2,EURO3,2890,3200,042,016
3278225,0,M,118,A,00249,B,0,2,,13.5,2000,2,EURO1,0,370,003,108
12028275,0,A,370,P,"1248,00",G,900,4,,55,2011,2,EURO5,1280,1535,189,017
1124971,0,M,70,A,00150,MSC,,2,,6,1985,2,EURO0,0,244,146,015
12720147,0,A,420,P,"1242,00",B,200,5,,69,2012,2,EURO5,1190,1485,068,012
12543847,0,A,641,P,"1598,00",G,1500,5,,77,2011,2,EURO5,1340,2180,036,013
11240514,0,A,0,P,1560,G,0,7,,80,2010,2,EURO4,145,2250,052,017
4045680,0,A,295,P,01995,B,1200,4,,140,1997,2,EURO1,0,1690,072,019
112244,0,A,430,,01769,G,,5,,66,,2,,,1620,205,015
14639775,2,C,1385,P,"2198,00",G,3000,7,F,96,2015,2,EURO5,2290,3500,146,015
5413380,0,A,440,P,01595,B,900,5,,54,1988,2,EURO0,0,1380,182,015
23908,0,A,330,,01997,B,,5,,90,,2,,,1680,042,016
3461676,0,M,150,,00150,B,,2,,8,,2,,,264,042,097
1941340,0,A,360,P,01108,B,800,5,,40,2003,2,EURO3,1410,1150,173,015
9945481,0,M,118,A,00998,B,,2,,92,2008,2,EURO3,0,410,031,012
15055722,0,A,455,A,"1496,00",G,0,5,F,85,2015,2,EURO6,950,1720,081,012
7547955,0,A,456,A,"1560,00",G,0,5,,66,2006,2,EURO4,1160,1605,032,098
4113960,0,M,,A,00121,MSC,0,2,,4.42,1978,2,EURO0,0,,020,016
14215808,0,A,494,P,"1956,00",G,1250,7,F,125,2014,2,EURO5,1690,2495,084,017
13297561,0,A,515,P,"1461,00",G,1200,5,,66,2013,2,EURO5,930,1711,111,019
414060,0,A,418,P,01896,G,1300,5,,66,2000,2,EURO3,1400,1890,046,108
10672531,0,A,315,A,01242,M,0,4,,44,2009,2,EURO4,1130,1455,187,017
12169655,0,A,485,P,"1995,00",G,2000,5,F,130,2010,2,EURO5,1640,2145,027,108
8501410,0,M,147,A,00599,B,0,2,,72,2007,2,EURO3,0,430,146,015
837825,0,A,330,,01116,B,,5,,40,,2,,,1130,244,016
13325574,4,C,695,P,"1461,00",G,1200,2,,66,2013,2,EURO5,1180,1959,244,016
14963100,0,A,465,P,"1998,00",G,1600,5,,108,2016,2,EURO6,1410,1960,024,014
523258,0,A,195,A,02687,B,0,2,,162,2002,2,EURO3,2640,1620,032,012
13310243,0,A,457,P,"1499,00",G,750,5,,55,2013,2,EURO5,980,1575,028,108
8006633,0,M,110,A,01050,B,,2, ,96.8,2007,2,EURO3,0,402,017,097
12751751,0,A,520,P,"2184,00",G,1800,5,,127,2012,2,EURO5,1990,2430,034,108
3857929,0,A,465,P,01149,B,1100,5,,43,1999,2,EURO2,0,1440,016,015
10988657,0,A,500,P,01699,B,1300,5,,85,2009,2,EURO5,153,1830,021,017
13235391,0,A,465,P,"1995,00",G,1600,5,F,120,2007,2,EURO4,1580,2045,040,012
13093419,0,A,425,P,"1242,00",B,800,5,,51,2012,2,EURO5,1200,1440,125,017
1898957,0,A,412,P,01896,G,1400,5,,85,2002,2,EURO3,1380,1820,163,017
2012868,0,A,395,P,01242,B,900,5,,44,2003,2,EURO3,1360,1330,036,019
12160757,4,C,554,P,"1560,00",G,1050,3,,66,2011,2,EURO4,1510,2015,182,015
370754,0,A,395,P,00903,B,750,5,X,29,1993,2,,0,1150,125,015
8857505,0,M,70,A,00260,MSC,0,2,,5,1994,2,EURO0,0,233,040,097
15598933,0,M,94,A,"125,00",B,0,2,,8.1,2016,2,EURO3,0,321,146,015
137993,0,A,560,P,01783,B,1400,5,,85,1999,2,EURO2,1840,1900,114,013
5238725,0,A,380,P,01753,G,1300,5,,65,1995,2,EURO1,0,1890,118,015
11114325,0,A,455,P,01149,B,900,5,,55,2009,2,EURO4,1390,1610,027,015
4818854,0,A,363,P,01390,B,800,5,,44,1997,2,EURO2,0,1400,035,108
4207151,4,C,1510,P,02874,G,2000,3,,75,1997,2,EURO2,0,3500,146,015
6613021,4,C,1200,A,02953,G,0,3,,85,2006,2,EURO3,0,3500,004,016
13404997,0,A,425,P,"1242,00",B,800,5,,51,2013,2,EURO5,1200,1440,057,020
11003001,0,M,108,A,00279,B,0,2,,20,2009,2,EURO3,0,352,146,015
3868138,0,A,440,P,01994,G,2000,5,,71.6,1999,2,EURO2,0,2050,061,014
8074409,0,A,285,A,00998,B,0,4,,50,2007,2,EURO4,1090,1190,041,013
8431273,4,C,545,P,01461,G,815,2,,50,2007,2,EURO4,0,1685,221,015
2773444,0,A,420,P,01124,B,700,5,,44.1,2001,2,EURO3,1480,1405,143,013
8760029,0,A,310,A,00998,B,,4,,50,2007,2,EURO4,1090,1190,029,017
5830278,0,A,330,P,02497,G,1100,5,,66,1988,2,EURO0,0,1740,009,018
4303907,4,C,550,P,01372,B,1100,2,,49,1998,2,EURO2,0,1660,146,015
13479659,0,A,390,P,"1242,00",B,200,5,,69,2013,2,EURO5,1180,1485,021,019
8517463,0,A,588,P,01595,B,1200,5,GPL,75,2007,2,EURO4,1930,2090,033,014
4251128,0,A,340,P,01324,B,1000,4,,47,1989,2,EURO0,0,1340,133,012
8940041,0,A,350,P,01595,B,1000,4,,74,1995,2,EURO2,0,1580,092,012
4053123,0,A,420,P,00973,B,700,5,,40,1998,2,EURO2,0,1360,213,016
12705559,0,A,556,P,"1598,00",G,1400,5,,77,2012,2,EURO5,1190,1870,009,013
10907056,4,C,1300,P,02953,G,3500,3,,92,2006,2,EURO3,0,3500,157,017
1646727,0,A,390,P,01108,B,400,4,,40,2004,2,EURO3,1430,1200,146,015
11300047,7,C,1150,S,02402,G,0,3,,85,2007,2,EURO4,2320,3500,029,017
13884992,0,A,400,P,"1397,00",GPL,1150,5,,70,2014,2,EURO5,1200,1590,029,017
991934,0,A,365,P,00998,B,650,5,,48,2005,2,EURO4,1340,1375,026,012
6973906,5,C,9150,A,"7685,00",G,0,2,,196,1995,2,EURO1,0,18000,146,015
2037630,0,A,415,P,"1686,00",G,1000,5,,48,2003,2,EURO3,1260,1535,019,108
13196956,0,A,357,P,"1248,00",B,850,5,,62.5,2013,2,EURO5,1140,1515,019,108
11416369,4,C,425,A,01368,M,0,2,,57,2010,2,EURO5,1190,1680,001,108
5604711,4,C,810,P,01952,G,750,2,,45,1989,2,EURO1,0,2100,151,015
6294581,4,X,160,A,00000,,0,0,,0,1991,1,,0,950,146,015
14128833,0,A,365,P,"1242,00",B,800,4,,51,2014,2,EURO6,1190,1305,095,012
3152616,0,A,425,P,01895,B,1400,5,M,87,2000,2,EURO3,1880,1785,072,017
14370441,0,C,925,A,1560,G,1672,2,,66.2,2013,2,EURO4,191,2661,169,016
1227556,0,A,370,P,01242,B,800,4,,44,2005,2,EURO4,1560,1425,068,017
5348965,4,C,495,P,03200,G,2800,5,,118,2002,2,EURO3,2510,2510,177,018
2771449,0,A,435,P,01242,B,1000,5,,44,2001,2,EURO3,1360,1385,070,016
14172263,0,A,528,P,"1560,00",G,1300,5,,80,2003,2,EURO3,1290,1920,147,013
13389188,0,A,945,P,"2461,00",G,2500,9,F,96,2007,2,EURO4,2190,3000,116,015
6501758,0,M,0,A,00498,B,0,2,,36.8,1972,2,EURO0,0,0,029,017
15688495,0,A,485,P,"1598,00",G,1500,5,,85,2016,2,EURO6,1140,1870,007,014
